facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Ajitata Primary Health Clinic,22/03/1/1/1/0057,Primary,Public,7.550146667,7.719341667,Kogi,NA
Kunya Hospital and Maternity,19/12/1/2/2/0010,Secondary,Private,12.0449690002,8.48237799958,Kano,NA
Koko Health Center,27/06/1/1/1/0046,Primary,Public,6.721555,2.793975,Ogun,NA
Iponran Health Clinic,27/06/1/1/1/0015,Primary,Public,6.57142,2.815268333,Ogun,NA
Ijio Primary Health Center,30/18/1/1/1/0012,Primary,Public,7.94328,2.980941667,Oyo,NA
Ore Ofe Clinic,27/18/1/2/2/0008,Secondary,Private,6.885835,2.9966517,Ogun,NA
God'S Hope Hospital,27/10/1/2/2/0023,Secondary,Private,6.729425,3.405345,Ogun,NA
Strong Tower Maternity and Clinic Home,27/13/1/1/2/0012,Primary,Private,6.755005,3.412105,Ogun,NA
Top Quest Medcare,27/06/1/1/2/0031,Primary,Private,6.633746667,2.749891667,Ogun,NA
Olutunu Medical Center,27/06/1/1/2/0005,Primary,Private,6.550003333,2.823083333,Ogun,NA
Mercy Group Clinic,27/02/1/1/2/0012,Primary,Private,7.131671667,3.331198333,Ogun,NA
Bethesda Health Concept,34/07/1/1/2/0003,Primary,Private,8.872680664,11.38427734,Taraba,NA
Ogo Oluwa Clinic and Maternity,27/13/1/2/2/0011,Primary,Private,6.754251667,3.41337,Ogun,NA
Comfort Clinic and Maternity Home,27/13/1/1/2/0005,Primary,Private,6.743483333,3.426405,Ogun,NA
Amar Maternity and Clinic Home,27/13/1/1/2/0003,Primary,Private,6.7158,3.405798333,Ogun,NA
The Roboth Mopa Clinic and Maternity,22/13/1/2/2/0002,Secondary,Private,8.109680176,5.888305664,Kogi,NA
Balaro Primary Health Center,30/09/1/1/2/0005,Primary,Public,7.354675293,3.905700683,Oyo,NA
Ambassador Elebu Medical Center,23/12/1/1/2/0005,Primary,Private,8.823120117,4.759521485,Kwara,NA
Famini Primary Health Center,23/11/1/1/2/0008,Primary,Public,9.141479492,4.243896484,Kwara,NA
Bowen Teaching Hospital,30/21/1/3/2/0002,Tertiary,Private,8.133117676,4.234313965,Oyo,NA
Etinan College Of Technology Health Clinic,03/07/1/1/1/0023,Primary,Public,4.82993,7.86777,Akwa Ibom,NA
Ya Rahmah Maternity and Child Welfare Clinic,30/28/1/1/1/0011,Secondary,Private,8.848965,3.7492267,Oyo,NA
Opoo Okaka Health Center,30/17/1/1/1/0013,Primary,Public,8.30957,3.458236667,Oyo,NA
Kusomunu Health Post,23/03/1/1/1/0013,Primary,Public,8.909903333,5.036276667,Kwara,NA
Ileleju Basic Health Clinic,22/13/1/1/1/0004,Primary,Public,8.11095,5.89441,Kogi,NA
Gure Model Primary Health Care Center,23/02/1/1/1/0072,Primary,Public,9.63268,3.29821,Kwara,NA
Venra Primary Health Center,23/12/1/1/1/0013,Primary,Public,9.6416,4.00192,Kwara,NA
Adegbodu Komu Primary Health Center,30/17/1/1/1/0001,Primary,Public,8.2927117,3.0312,Oyo,NA
Oriaje Health Post,30/09/1/1/1/0020,Primary,Public,7.358311667,3.900065,Oyo,NA
Foomu Primary Health Center,30/28/1/1/2/0003,Primary,Public,8.9228044,3.8714388,Oyo,NA
Oke Amu Primary Health Center,30/17/1/1/1/0012,Primary,Public,8.1255995,3.5183084,Oyo,NA
Mercy Land Clinic and Maternity,30/06/1/2/2/0010,Secondary,Private,7.42484,3.878385,Oyo,NA
Mak Clinic,30/06/1/1/2/0012,Secondary,Private,7.414878333,3.912255,Oyo,NA
Ajobo Health Center,30/07/1/1/1/0002,Primary,Public,7.37364,3.907338333,Oyo,NA
Passionate Medical Center,30/10/1/1/1/0029,Secondary,Private,7.398763333,3.890545,Oyo,NA
Montana Medical Center,30/09/1/2/2/0028,Secondary,Private,7.34607,3.8787283,Oyo,NA
Anu Clinic and Maternity Centre,30/21/1/2/2/0023,Secondary,Private,8.12512,4.287698333,Oyo,NA
Oluwaponmile Clinic and Maternity,30/21/1/1/2/0014,Primary,Private,8.1206133,4.27705,Oyo,NA
Ogudu Basic Health Center,23/03/1/1/1/0059,Primary,Public,8.99833,5.23138,Kwara,NA
Adena Mana Ahmed Clinic and Maternity,23/11/1/1/2/0019,Primary,Private,9.07528166667,4.705595,Kwara,NA
Hadi Clinic and Maternity,23/11/1/1/1/0015,Primary,Private,9.07721833333,4.70823166667,Kwara,NA
Mamudo Primary Health Care Center,35/14/1/1/1/0024,Primary,Public,11.68645024,11.18068009,Yobe,NA
Adegoke Clinic and Maternity,30/09/1/1/2/0004,Secondary,Private,7.367338333,3.913968333,Oyo,NA
Mercy Of God Clinic and Maternity Centre,30/28/1/1/2/0005,Secondary,Private,8.840068333,3.746275,Oyo,NA
Sanchitagi Health Post,23/03/1/1/1/0026,Primary,Public,8.95151,5.12271,Kwara,NA
Continental Medical Center,30/08/1/2/1/0002,Secondary,Private,7.3464517,3.878995,Oyo,NA
Mopa General Hospital,22/13/1/2/1/0001,Secondary,Public,8.10641,5.89022,Kogi,NA
Sabon Sara Health Clinic,19/17/1/1/1/0018,Primary,Public,11.9952435534,8.51025765052,Kano,NA
Unguwar Guru Health Clinic,20/20/1/1/1/0034,Primary,Public,12.28392833,7.798111667,Katsina,NA
Kofar Ruwa Basic Health Clinic,19/07/1/1/1/0019,Primary,Public,12.02893066,8.490905762,Kano,NA
Ungogo Primary Health Center,19/42/1/1/1/0025,Primary,Public,12.092094,8.490486,Kano,NA
Ichaswa Primary Health Clinic,25/11/1/1/1/0067,Primary,Public,8.38876,8.55452,Nasarawa,NA
Gbunkpan Primary Health Clinic,25/01/1/1/1/0031,Primary,Public,8.9185804,8.3147757,Nasarawa,NA
Katanza Primary Health Clinic,25/01/1/1/1/0034,Primary,Public,9.0870379,8.4162278,Nasarawa,NA
Tabu (Mdgs) Primary Health Center,25/01/1/1/1/0047,Primary,Public,8.9673533,8.4291517,Nasarawa,NA
Angwan Habu Primary Health Clinic,25/01/1/1/1/0006,Primary,Public,8.935566667,8.232765,Nasarawa,NA
Mailafiya Sanka Primary Health Center,19/07/1/1/1/0014,Primary,Public,12.00333,8.50507,Kano,NA
Bakin Lahadi Primary Health Center,19/36/1/1/1/0004,Primary,Public,11.356715,8.946323333,Kano,NA
Rage Primary Health Center,19/40/1/1/1/0013,Primary,Public,12.29716333,7.985693333,Kano,NA
Yaryasa Primary Health Center,19/41/1/1/1/0026,Primary,Public,11.34028667,8.305813333,Kano,NA
Dantamashe Primary Health Center,19/42/1/1/1/0032,Primary,Public,12.0488709,8.5799151,Kano,NA
Sassauka and Diagnostics Clinic,19/42/1/1/2/0010,Primary,Private,12.0471282,8.5770772,Kano,NA
Nayinawa Health Post,35/03/1/1/1/0018,Primary,Public,11.74903066,11.95122205,Yobe,NA
Parda Health Clinic,02/07/1/1/1/0040,Primary,Public,9.18103,12.72231,Adamawa,NA
Shompa Gana Primary Health Clinic,34/15/1/1/1/0069,Primary,Public,8.98141,11.43431,Taraba,NA
Daurawa Health Clinic,20/03/1/1/1/0012,Primary,Public,12.6805,7.175076667,Katsina,NA
Unkwa Primary Health Clinic,34/15/1/1/1/0071,Primary,Public,8.918701172,11.61309815,Taraba,NA
Wukari General Hospital,34/14/1/2/1/0001,Secondary,Public,7.873474121,9.766906738,Taraba,NA
Lau Primary Health Care Center,34/10/1/1/1/0029,Primary,Public,9.207702637,11.27911377,Taraba,NA
Yotti Primary Health Clinic,34/10/1/1/1/0050,Primary,Public,9.182678223,11.68572998,Taraba,NA
Iorza Primary Health Clinic,07/12/1/1/1/0016,Primary,Public,7.84368,9.33911,Taraba,NA
Chonku Primary Health Center,34/14/1/1/1/0022,Primary,Public,7.775695801,9.763671875,Taraba,NA
Dankum Primary Health Care Center,34/15/1/1/1/0077,Primary,Public,8.809875488,11.60888672,Taraba,NA
Garin Magaji Primary Health Care Center,34/10/1/1/1/0050,Primary,Public,9.193115234,11.4677124,Taraba,NA
Karage Health Clinic,35/09/1/1/1/0035,Primary,Public,12.81329066,10.85408881,Yobe,NA
Kente Primary Health Care Center,34/14/1/1/1/0078,Primary,Public,7.89630127,9.483703613,Taraba,NA
Ode Aje Primary Health Center,30/07/1/1/1/0018,Primary,Public,7.381896972,3.91607666,Oyo,NA
Gen Ty Danjuma Takum Comprehensive Primary Health Care Center,34/12/1/1/1/0023,Primary,Public,7.25219,9.954,Taraba,NA
Dakusung Health Clinic,02/01/1/1/1/0007,Primary,Public,9.21179,11.88766,Adamawa,NA
Donge Health Post,02/17/1/1/1/0012,Primary,Public,9.85984,12.04134,Adamawa,NA
Gwalura Primary Health Clinic,02/06/1/1/1/0025,Primary,Public,9.79205,11.91895,Adamawa,NA
Kem Primary Health Care Center,02/17/1/1/1/0001,Primary,Public,9.6492,11.97736,Adamawa,NA
Kpakmyagi Health Clinic,02/01/1/1/1/0025,Primary,Public,9.49504,12.26648,Adamawa,NA
Loh Primary Health Center,02/01/1/1/1/0034,Primary,Public,9.500488282,12.10931397,Adamawa,NA
Maki Primary Health Care Center,02/07/1/1/1/0061,Primary,Public,10.37913,13.03958,Adamawa,NA
Mayo Nguli Primary Health Care Center,02/11/1/1/1/0029,Primary,Public,10.06224,13.18418,Adamawa,NA
Mayo Sirkan Health Clinic,02/02/1/1/1/0059,Primary,Public,9.02708,12.17171,Adamawa,NA
Mbalagi Primary Health Clinic,02/11/1/1/1/0031,Primary,Public,10.20576,13.12535,Adamawa,NA
Pegin Primary Health Clinic,02/11/1/1/1/0034,Primary,Public,10.11502,13.19343,Adamawa,NA
Sankom Primary Health Clinic,02/03/1/1/1/0053,Primary,Public,8.30808,12.03052,Adamawa,NA
Hong A Primary Health Care Center,02/07/1/1/1/0042,Primary,Public,10.22257807,12.91463136,Adamawa,NA
Shuwa Mission Primary Health Care Center,02/10/1/1/1/0025,Primary,Private,10.73936,13.41083,Adamawa,NA
Boloko Primary Health Clinic,02/11/1/1/1/0004,Primary,Public,9.55184,13.10628,Adamawa,NA
New Boshong Hospital,02/20/1/1/2/0002,Secondary,Private,9.257873535,12.44128418,Adamawa,NA
Dzuel Primary Health Post,02/10/1/1/1/0062,Primary,Public,10.75944,13.49594,Adamawa,NA
Furo Primary Health Clinic,02/02/1/1/1/0028,Primary,Public,9.451293946,12.72247314,Adamawa,NA
Gandira Federal Model Health Center,02/15/1/3/1/0001,Primary,Public,10.16351318,13.4440918,Adamawa,NA
Gang Abdu Health Post,02/08/1/1/1/0013,Primary,Public,8.614318848,12.13830566,Adamawa,NA
Holma Primary Health Clinic,02/18/1/1/1/0033,Primary,Public,9.90306,13.0549,Adamawa,NA
Vokuna Primary Health Clinic,02/11/1/1/1/0039,Primary,Public,10.13097,13.17003,Adamawa,NA
Wulla Primary Health Clinic,02/10/1/1/1/0029,Primary,Public,10.72790527,13.62469482,Adamawa,NA
Tahau Primary Health Care Center,02/01/1/1/1/0047,Primary,Public,9.51165,12.16793,Adamawa,NA
Yeliso Federal Model Health Center,02/19/1/1/1/0061,Primary,Public,8.230712891,12.12469482,Adamawa,NA
Gilead Medical Center,34/07/1/2/2/0010,Secondary,Private,8.91215708822,11.3471623999,Taraba,NA
Gwalam Primary Health Clinic,02/06/1/1/1/0024,Primary,Public,9.98711,11.83139,Adamawa,NA
Toungo Primary Health Care Center,02/21/1/1/1/0030,Primary,Public,9.2042,12.48171,Adamawa,NA
Damilu Primary Health Clinic,02/20/1/1/1/0007,Primary,Public,9.27049,12.41895,Adamawa,NA
Wayam Primary Health Clinic,02/16/1/1/1/0014,Primary,Public,9.44782,12.02364,Adamawa,NA
Kiri Primary Health Care Center,02/17/1/1/1/0002,Primary,Public,9.68699,11.98833,Adamawa,NA
Gereng Primary Health Care Center,02/04/1/1/1/0013,Primary,Public,9.489501953,12.3059082,Adamawa,NA
Nasarawo Demsa Primary Health Center,02/01/1/1/1/0057,Primary,Public,9.4512267,12.04734,Adamawa,NA
Bika Lupwe Maternity,34/13/1/1/1/0011,Primary,Public,7.2001817,9.997505,Taraba,NA
Mbamnga Primary Health Center,34/11/1/1/1/0087,Primary,Public,6.62496,11.212185,Taraba,NA
Kwayine Health Post,02/01/1/1/1/0031,Primary,Public,9.396301269,12.3638916,Adamawa,NA
Taka Lafiya Primary Health Care Center,34/02/1/1/1/0064,Primary,Public,8.094116211,10.68591309,Taraba,NA
Kapya Health Center,34/12/1/1/1/0028,Primary,Public,7.059509277,9.876281738,Taraba,NA
Makatanawa Health Center,20/02/1/1/1/0044,Primary,Public,12.77255333,7.581233333,Katsina,NA
Bali General Hospital,34/02/1/2/2/0001,Secondary,Public,7.851074219,10.95428467,Taraba,NA
Maisaje Yandang Primary Health Clinic,34/02/1/1/1/0046,Primary,Public,8.469482422,11.05969238,Taraba,NA
Lufu Primary Health Center,34/12/1/1/1/0041,Primary,Public,7.050476074,9.748474121,Taraba,NA
Dali Primary Health Clinic,34/02/1/1/1/0010,Primary,Public,8.200317383,10.60913086,Taraba,NA
Maigemu Health Post,34/05/1/1/1/0052,Primary,Public,8.714477539,10.8192749,Taraba,NA
Malam Abba Health Post,34/05/1/1/1/0054,Primary,Public,8.655273437,10.7913208,Taraba,NA
Manji Primary Health Clinic,34/05/1/1/1/0028,Primary,Public,8.602722168,10.72589111,Taraba,NA
Victor Pai Clinic,34/07/1/1/2/0016,Primary,Private,8.898498535,11.35870361,Taraba,NA
Akwanwe Primary Health Center,34/09/1/1/1/0042,Primary,Public,7.016479492,10.83691406,Taraba,NA
Bente Primary Health Center,34/09/1/1/1/0013,Primary,Public,7.28384,10.68987,Taraba,NA
Sabon Gari Primary Health Care Center,34/07/1/1/1/0021,Primary,Public,8.88067627,11.38311768,Taraba,NA
Acha Sarki Primary Health Center,34/12/1/1/1/0079,Primary,Public,7.050109863,9.937927246,Taraba,NA
Turaki A Primary Health Center,34/07/1/1/1/0024,Primary,Public,8.889892578,11.36187744,Taraba,NA
Vakude Primary Health Center,34/11/1/1/1/0076,Primary,Public,6.643310547,11.30072022,Taraba,NA
Kpashimbe Primary Health Center,34/12/1/1/1/0031,Primary,Public,7.256896973,10.21252441,Taraba,NA
Atiku Abubakar Primary Health Care Center,02/20/1/1/1/0004,Primary,Public,9.26785912,12.45760453,Adamawa,NA
Jabbi Lamba Primary Health Care Center,02/04/1/1/1/0018,Primary,Public,9.50235939,12.57437786,Adamawa,NA
Nysc Primary Health Care Center,02/17/1/1/1/0042,Primary,Public,9.88471907,12.02315899,Adamawa,NA
Bidda Health Post,02/01/1/1/1/0002,Primary,Public,9.226074219,11.94549561,Adamawa,NA
Daneyel Health Post,02/04/1/1/1/0009,Primary,Public,9.53231,12.50216,Adamawa,NA
Gadina Health Clinic,02/01/1/1/1/0015,Primary,Public,9.446472168,12.03729248,Adamawa,NA
Jambutu (Mayo Belwa) Health Post,02/12/1/1/1/0061,Primary,Public,9.21726,12.20777,Adamawa,NA
Kokko Health Post,02/07/1/1/1/0051,Primary,Public,10.1282959,12.77947998,Adamawa,NA
Kpankwai Health Post,02/01/1/1/1/0074,Primary,Public,9.268493652,11.69348145,Adamawa,NA
Madanya Primary Health Clinic,02/15/1/1/1/0021,Primary,Public,10.2638018,13.30855402,Adamawa,NA
Mayo Sanganare Primary Health Clinic,02/12/1/1/1/0034,Primary,Public,9.08445,12.07456,Adamawa,NA
Nodinga Health Clinic,02/03/1/1/2/0006,Primary,Private,8.44711,12.05033,Adamawa,NA
Watinani Primary Health Care Center,35/12/1/1/1/0042,Primary,Public,11.75690069,11.01197261,Yobe,NA
The Light Hospital and Maternity,04/14/1/2/2/0020,Secondary,Private,6.0132,6.91383,Anambra,NA
Wuro Yolde Health Post,02/02/1/1/1/0077,Primary,Public,9.53806,12.75023,Adamawa,NA
Wuro Mallum Health Post,02/18/1/1/1/0067,Primary,Public,9.707092285,12.74353027,Adamawa,NA
Gijaro Primary Health Clinic,02/12/1/1/1/0073,Primary,Public,9.00453,12.17187,Adamawa,NA
163 Nigerian Air Force Hospital,02/20/1/2/1/0002,Secondary,Public,9.26993,12.43528,Adamawa,NA
Mubi General Hospital,02/15/1/2/1/0001,Secondary,Public,10.26321,13.26918,Adamawa,NA
Numan General Hospital,02/16/1/2/1/0001,Secondary,Public,9.468688964,12.03271484,Adamawa,NA
Bokki Tawa Primary Health Clinic,02/05/1/1/1/0006,Primary,Public,10.03747559,12.63848877,Adamawa,NA
Gadda Lasheke Primary Health Clinic,34/15/1/1/1/0040,Primary,Public,9.068335,11.5304783,Taraba,NA
Dzakwa Health Post,02/07/1/1/1/0016,Primary,Public,10.36010742,13.16308594,Adamawa,NA
Drif Health Clinic,02/10/1/1/1/0047,Primary,Public,10.81549072,13.63867188,Adamawa,NA
Gangwon Primary Health Clinic,02/03/1/1/1/0032,Primary,Public,8.22881,12.23639,Adamawa,NA
Kwa Primary Health Clinic,02/14/1/1/1/0018,Primary,Public,10.47301,13.28268,Adamawa,NA
Maduguva Primary Health Clinic,02/14/1/1/1/0020,Primary,Public,10.21912,13.4523,Adamawa,NA
Malkohi Primary Health Care Center,02/21/1/1/1/0015,Primary,Public,9.189880371,12.37567139,Adamawa,NA
Mayolope Primary Health Care Center,34/10/1/1/1/0050,Primary,Public,9.237487793,11.68310547,Adamawa,NA
Mildu Primary Health Care Center,02/10/1/1/1/0048,Primary,Public,10.82849121,13.5701294,Adamawa,NA
Vemgo Primary Health Care Center,02/10/1/1/1/0053,Primary,Public,10.83728027,13.64471436,Adamawa,NA
Wapa Health Post,02/12/1/1/1/0056,Primary,Public,9.27303,12.02106,Adamawa,NA
Kirchinga Primary Health Care Center,02/10/1/1/1/0018,Primary,Public,10.78479186,13.35254815,Adamawa,NA
Wuro Alkali Primary Health Care Center,02/14/1/1/1/0030,Primary,Public,10.27204782,13.26889604,Adamawa,NA
Kojoli Primary Health Care Center,02/08/1/1/1/0028,Primary,Public,8.57358606,12.38004136,Adamawa,NA
Ngbakawo Primary Health Center,02/09/1/1/1/0015,Primary,Public,9.51988756,11.80236671,Adamawa,NA
Ngawa Primary Health Care Center,02/04/1/1/1/0028,Primary,Public,9.49291847,12.45222688,Adamawa,NA
Gwagarab Primary Health Care Center,02/17/1/1/1/0018,Primary,Public,9.79113,12.05602167,Adamawa,NA
Mayo Wandu Primary Health Clinic,02/10/1/1/1/0033,Primary,Public,10.7078,13.43834,Adamawa,NA
Nassarawo Primary Health Care Center,02/15/1/1/1/0030,Primary,Public,10.24758414,13.28214766,Adamawa,NA
Nyayirim Primary Health Center,34/12/1/1/1/0062,Primary,Public,7.040283203,9.953308105,Taraba,NA
Tati Primary Health Center,34/12/1/1/1/0079,Primary,Public,7.283874512,10.15771484,Taraba,NA
Zing General Hospital,34/16/1/2/1/0001,Secondary,Public,8.982299805,11.75408936,Taraba,NA
Dowaya Primary Health Center,02/01/1/1/1/0012,Primary,Public,9.454284668,12.0625,Adamawa,NA
Mika Mararraba Primary Health Care Center,34/15/1/2/1/0001,Primary,Public,9.0055973,11.6469523,Taraba,NA
Nwuhwa Primary Health Clinic,34/03/1/1/1/0038,Primary,Public,7.394938333,10.291095,Taraba,NA
Kakulu Primary Health Care Center,34/16/1/1/1/0024,Primary,Public,8.982526667,11.71770167,Taraba,NA
Dinya Health Post,34/08/1/1/1/0009,Primary,Public,9.3183367,11.12544,Taraba,NA
Dila Health Clinic,34/15/1/1/1/0012,Primary,Public,8.990853333,11.535325,Taraba,NA
Anguwan Dampar Primary Health Care Center,34/06/1/1/1/0003,Primary,Public,8.1816983,9.7509917,Taraba,NA
Pantisawa Primary Health Care Center,34/15/1/1/1/0062,Primary,Public,8.94616,11.5129,Taraba,NA
Lapu Primary Health Care Center,34/15/1/1/1/0039,Primary,Public,8.9320317,11.5035933,Taraba,NA
Ritti Primary Health Clinic,34/14/1/1/1/0016,Primary,Public,7.9091917,9.6136885,Taraba,NA
Fada Primary Health Clinic,34/03/1/1/1/0015,Primary,Public,7.72381,10.043125,Taraba,NA
Kinkiso Primary Health Clinic,34/14/1/1/1/0040,Primary,Public,7.8823276,9.795223,Taraba,NA
Wuro Cheudo Primary Health Center,34/01/1/1/2/0003,Primary,Public,8.83139,11.29180167,Taraba,NA
Shibong Igbang Primary Health Center,34/12/1/1/1/0067,Primary,Public,6.8655837,9.8540157,Taraba,NA
Mbar Tule Primary Health Clinic,34/11/1/1/1/0048,Primary,Public,6.599961667,11.15272667,Taraba,NA
Jigawa Primary Health Clinic,34/06/1/1/1/0014,Primary,Public,8.172208333,9.814996667,Taraba,NA
Jajere Primary Health Care Center,35/05/1/1/1/0026,Primary,Public,11.98327637,11.4375,Yobe,NA
Asha Primary Health Center,34/09/1/1/1/0008,Primary,Public,7.092952,10.7775033,Taraba,NA
Sabon Gida Primary Health Clinic,34/05/1/1/1/0040,Primary,Public,8.342436667,10.44469667,Taraba,NA
Sabon Gida Yukuben Primary Health Center,34/12/1/1/1/0065,Primary,Public,7.0243183,10.0326433,Taraba,NA
T Takum Community Health Clinic,34/12/1/1/1/0013,Primary,Public,7.258768333,9.986903333,Taraba,NA
Gazabu Primary Health Care Center,34/02/1/1/1/0023,Primary,Public,7.85247,10.88266667,Taraba,NA
Sabon Dale Primary Health Clinic,34/02/1/1/1/0058,Primary,Public,7.9180593,10.9899858,Taraba,NA
Mang Primary Health Clinic,34/11/1/1/1/0038,Primary,Public,6.703861667,11.35425833,Taraba,NA
Santa Maria Health Post,34/12/1/1/2/0010,Primary,Private,7.245363333,9.995608333,Taraba,NA
Panya Primary Health Clinic,34/08/1/1/1/0076,Primary,Public,9.460856667,11.24616167,Taraba,NA
Kwaji Health Clinic,34/15/1/1/1/0035,Primary,Public,9.058016667,11.56723333,Taraba,NA
Zing Primary Health Care Center,34/16/1/1/1/0056,Primary,Public,8.989586667,11.74610833,Taraba,NA
Garin Dogo Primary Health Center,34/10/1/1/1/0013,Primary,Public,9.1527663,11.3236745,Taraba,NA
Nwong Health Post,34/08/1/1/1/0076,Primary,Public,9.4771683,11.3083767,Taraba,NA
Vaase Primary Health Clinic,07/21/1/1/1/0149,Primary,Public,7.876678333,9.558413333,Taraba,NA
Donadda Primary Health Center,34/10/1/1/1/0010,Primary,Public,9.28979,11.4632017,Taraba,NA
Bantaje Primary Health Care Center,34/14/1/1/1/0012,Primary,Public,8.1267861,10.1060956,Taraba,NA
Kabri Song Bariki Primary Health Center,34/11/1/1/1/0020,Primary,Public,6.691656667,11.42685667,Taraba,NA
Rufu Primary Health Center,34/13/1/1/2/0010,Primary,Public,7.180363333,10.06486,Taraba,NA
Malumshe Health Post,34/12/1/1/1/0046,Primary,Public,6.949756667,9.696698333,Taraba,NA
Dembe Primary Health Clinic,34/11/1/1/1/0010,Primary,Public,6.7588133,11.3296517,Taraba,NA
Fikyu Tampwa Basic Health Center,34/14/1/1/1/0013,Primary,Public,7.100496667,10.011255,Taraba,NA
Gwanda Primary Health Center,34/09/1/1/1/0028,Primary,Public,7.2190503,10.5541483,Taraba,NA
Ndaforo Primary Health Center,34/09/1/1/1/0038,Primary,Public,7.1961137,10.6187592,Taraba,NA
Maibultu Primary Health Clinic,34/02/1/1/1/0044,Primary,Public,8.413955,11.08169,Taraba,NA
Pwadzu Primary Health Care Center,34/14/1/1/1/0058,Primary,Public,7.88477154358,9.77161802694,Taraba,NA
Wuro Lacca Health Post,34/08/1/1/1/0073,Primary,Public,9.23233523102,11.0694835182,Taraba,NA
Iware Primary Health Center,34/01/1/1/1/0023,Primary,Public,8.82891940264,11.1140008647,Taraba,NA
Goppa Health Post,34/15/1/1/1/0025,Primary,Public,9.07734683168,11.6433106172,Taraba,NA
Jongore Health Post,34/10/1/1/1/0021,Primary,Public,9.14499463974,11.4746375677,Taraba,NA
Jukun Health Post,34/08/1/1/1/0026,Primary,Public,9.14059,10.7952233,Taraba,NA
Wakili Pugon Primary Health Clinic,34/15/1/1/1/0072,Primary,Public,8.94386888119,11.5347322046,Taraba,NA
Wuro Jam Primary Health Clinic,34/05/1/1/1/0050,Primary,Public,8.47979136027,10.2467360866,Taraba,NA
Tangana Primary Health Clinic,34/11/1/1/1/0068,Primary,Public,6.70712260011,11.3366404728,Taraba,NA
Kararuwa Health Clinic,34/09/1/1/1/0032,Primary,Public,7.12203509113,10.7198153266,Taraba,NA
Bassing Health Clinic,34/12/1/1/1/0007,Primary,Public,7.28698169588,10.0383917881,Taraba,NA
Ndumyaji Primary Health Center,34/11/1/1/1/0054,Primary,Public,6.56482889439,11.100523198,Taraba,NA
Titong Primary Health Clinic,34/11/1/1/1/0073,Primary,Public,6.79859621452,11.4075151485,Taraba,NA
Tikobi Primary Health Clinic,34/11/1/1/1/0072,Primary,Public,6.95041625413,11.5289718878,Taraba,NA
Abuja Phase 1 Primary Health Care,34/07/1/1/1/0001,Primary,Public,8.92192452145,11.3460811683,Taraba,NA
Warwar General Hospital,34/11/1/2/1/0004,Secondary,Public,6.67184166667,11.30302,Taraba,NA
Jen Primary Health Center,34/08/1/1/1/0025,Primary,Public,9.394543333,11.466606669999999,Taraba,NA
Albishir Clinic,34/08/1/1/2/0001,Primary,Private,9.480998333,11.43069833,Taraba,NA
Mayo Soi Primary Health Clinic,34/10/1/1/1/0035,Primary,Public,9.277238333,11.38751667,Taraba,NA
Kungana Primary Health Clinic,34/02/1/1/1/0080,Primary,Public,7.808656667,10.58285167,Taraba,NA
Zagah Primary Health Clinic,34/02/1/1/1/0071,Primary,Public,7.6878267,10.4652401,Taraba,NA
Baissa First Referral Hospital,34/09/1/2/1/0001,Secondary,Public,7.22952,10.61680167,Taraba,NA
Tampa Primary Health Center,34/12/1/1/1/0075,Primary,Public,7.0844416,9.821459,Taraba,NA
African Church Sondi Health Clinic,34/14/1/1/2/0002,Primary,Private,7.909225,9.601118333,Taraba,NA
St Peters Jauroyinu Clinic,34/01/1/1/2/0004,Primary,Private,8.89134312211,11.2821132772,Taraba,NA
Garba Chede Budowa Health Clinic,34/02/1/1/2/0076,Primary,Private,8.4472299637,11.1135764092,Taraba,NA
Bembal Health Post,34/05/1/1/1/0006,Primary,Public,8.5339483,10.6611083,Taraba,NA
Darazo Primary Health Clinic,05/05/1/1/1/0009,Primary,Public,10.99882106,10.41586715,Bauchi,NA
Dunkui Kasuwa Primary Health Center,05/14/1/1/1/0013,Primary,Public,11.4742281,10.3305298,Bauchi,NA
Guma Primary Health Clinic,05/01/1/1/1/0029,Primary,Public,10.14097,10.18313,Bauchi,NA
Sabon Gari Burgel Primary Health Care Center,05/06/1/1/1/0031,Primary,Public,9.9587469997,9.50789600037,Bauchi,NA
Kasuwar Kaji Urban Primary Health Center,05/12/1/1/1/0033,Primary,Public,11.67484105,10.18294921,Bauchi,NA
Dauran Primary Health Center,36/14/1/1/1/0008,Primary,Public,12.725655,6.733348333,Zamfara,NA
Bwatapi Primary Health Care,26/05/1/1/1/0066,Primary,Public,9.611193333,6.3631,Niger,NA
Shagari Primary Health Center,36/07/1/1/1/0048,Primary,Public,12.15828382,6.65844533,Zamfara,NA
Kwata Women and Children Welfare Clinic,36/07/1/1/1/0055,Primary,Public,12.1700033,6.6504717,Zamfara,NA
Bungudu Orphans and Less Privilege Primary Health Clinic,36/05/1/1/1/0044,Primary,Public,12.27075,6.5563433,Zamfara,NA
Billashe Primary Health Center,36/03/1/1/1/0027,Primary,Public,12.56036,6.799566667,Zamfara,NA
Moriki Primary Health Center,36/14/1/1/1/0046,Primary,Public,12.880506,6.491969,Zamfara,NA
Katuru Primary Health Center,36/11/1/1/1/0029,Primary,Public,13.10601667,6.43189,Zamfara,NA
Dosara Primary Health Care Center,36/09/1/1/1/0009,Primary,Public,12.5283074,6.158669542,Zamfara,NA
Bindin Primary Health Center,36/10/1/1/1/0037,Primary,Public,11.69009833,6.336846667,Zamfara,NA
